J| if parent matches ID, it's a task, not a stage.  (6) REQ'D STAGES: break up with commas Requires the player to have one of these as their active stage. Rarity: 0-poor,1-common,2-fine,3-shroom,4-cwk,5-void. if removeRarity is left blank it does not require rarity. (13) Needs item will only check the first req'd item. (14) removeItem(s) will create a list. They will ALL use the same itemRarity, if applicable. NEW:l IF REMOVING KEY ITEM WHICH IS STACKABLE, TASK WILL NOW REMOVE WHOLE STACK. IF WE EVER NEED TO REMOVE 1 SINGLE STACKABLE KEY ITEM WE NEED TO ADD A NEW FIELD OF ITEM AMOUNT.|||||||||||||||||||||||
0: ID|1: родитель|2: spriteID|3:startsTask|4:completes|5:ignoreHchy|6:req'dStages|7:trueFacts|8: falseFacts|9:keyItemNeeded|10: itemID|11: itemRarity|12: монета|13: глиммер|14:needsItem|15:removeItem(s)|16:remveRarity|17:FactionEnums|18:FactionInts|19:sortNum|20: English|21: French|22: German|23: Spanish|24: Italian
30|pwyllShroom||||||Pwyll_LookingForCultists,Pwyll_CulwychQuestions,Pwyll_CanInterrogateDwynn,Pwyll_GodCaveOpen|Pwyll_StartQuestWithCulwych||||||||||||В деревне Пвилл вы встретили весовщика Кулвича, который обеспокоен тем, что неудачные урожаи заставляют некоторых прибегать к незаконным практикам. ##Вам стоит исследовать деревню на признаки поклонения богам и культизма. ||||
32|pwyllShroom|||||30|Pwyll_ShowEvidence,Pwyll_SearchedMayorBasement,WeighedByCulwych|||||||||||||В деревне Пвилл вы встретили весовщика Кулвича, который хочет, чтобы вы исследовали деревню на признаки поклонения богам и культизма. ##В подвале мэра Олвена вы нашли подозрительные Викканские артефакты.||||
35|pwyllShroom|||||||||||||||||||В деревне Пвилл вы встретили весовщика Кулвича, который хочет, чтобы вы исследовали деревню на признаки поклонения богам и культизма. ##Вам посоветовали, что кто-то в компании Scryshroom может знать что-то полезное. ||||
40|pwyllShroom|||||||||||||||||||В деревне Пвилл вы встретили весовщика Кулвича, который хочет, чтобы вы исследовали деревню на признаки поклонения богам и культизма. ##Вам посоветовали, что кто-то может шнырять ночью — так что вы можете попробовать отдохнуть в кровати компании Scryshroom до наступления ночи. ||||
45|pwyllShroom||||||Pwyll_SpokeToCultist,Pwyll_ShowEvidence|||||||||||||В деревне Пвилл вы встретили весовщика Кулвича, который хочет, чтобы вы исследовали деревню на признаки поклонения богам и культизма. ##Вы встретили подозрительную фигуру, шныряющую после наступления ночи. Вам стоит последовать за ней и посмотреть, что она делает. ||||
50|pwyllShroom|||||25,30,32,35,40,45|Pwyll_FoundEvidence,Pwyll_ShowEvidence,WeighedByCulwych|Pwyll_LookingForCultists,Pwyll_CanInterrogateDwynn,Pwyll_SearchedMayorBasement||||||||||||В деревне Пвилл вы нашли доказательства поклонения богам в глубине пещер под городом. Весовщик Кулвич, несомненно, захочет услышать об этом. ||||
60|pwyllShroom|||||||Pwyll_FoundEvidence,Pwyll_SpokeToCultist,Pwyll_ShowEvidence|pwyllSacredKey|pwyllSacredKey||||||||||В деревне Пвилл вы нашли доказательства поклонения богам, и Весовщик Кулвич считает, что в Священном Грибе на северо-западе может происходить оккультное жертвоприношение. Он попросил вас войти в гигантский гриб и исследовать его. ||||
70|pwyllShroom|||||||||||||||||||В Священном Грибе в Пвилле вы обнаружили частично переваренного молодого человека, окруженного оккультными инструментами. Вам стоит попробовать поговорить с ним. ||||
80|pwyllShroom||||||LluddSacrificed,Pwyll_ShroomResolved,Pwyll_OlwenLluddResolution|Pwyll_CulwychQuestions,SpokenToLluddVillage1,Pwyll_ShowEvidence||||||||||||В Священном Грибе в Пвилле вы нашли Ллудда, пытающегося пожертвовать собой ради блага деревни. ##Вы позволили ему умереть, чтобы деревня могла процветать. Вам стоит сообщить Кулвичу о произошедшем.||||
90|pwyllShroom|||Yes||||Pwyll_ShroomResolved||passport||20|1|||||||В Священном Грибе Пвилла Ллудд пожертвовал собой, чтобы древний бог Ангуин снова даровал плодородный урожай региону. ||||
100|pwyllShroom||||||LluddSaved,Pwyll_ShroomResolved,Pwyll_OlwenLluddResolution|Pwyll_CulwychQuestions,SpokenToLluddVillage1,Pwyll_ShowEvidence||||||||||||В Священном Грибе в Пвилле вы нашли Ллудда, пытающегося пожертвовать собой ради блага деревни. ##Вы остановили его, не дав ему бросить свою жизнь. Вам стоит сообщить Кулвичу о произошедшем. ||||
110|pwyllShroom|||Yes||||Pwyll_ShroomResolved||passport||20|1|||||||В Священном Грибе Пвилла вы остановили Ллудда от самопожертвования ради блага деревни. ||||
pwyllMercs|pwyllMercs|QuestMushroom|||||||||||||||||16|Гнилая Луковица ||||
10|pwyllMercs||Yes||||SpokenToLluddVillage2|||||||||||||В деревне Пвилл молодой человек по имени Ллудд рассказал вам, что его мать — мэр — очень обеспокоена определенным монстром. Вам стоит навестить ее.||||
20|pwyllMercs||Yes|||||||||||||||||В Пвилле вы встретили охранника наемников Гнилой Луковицы, который упомянул, что они угрожают мэру деревни Пвилл гигантским монстром. ##Возможно, вам стоит поговорить с мэром об этом. ||||
30|pwyllMercs||Yes||||Pwyll_LookingForNautilob,SpokenToOlwen|||||||||||||Олвен, мэр деревни Пвилл, рассказала вам, что компания наемников угрожает городу гигантским монстром. ##Она попросила вас исследовать их лагерь на юго-востоке и найти способ остановить их. ||||
40|pwyllMercs|||||||||||||||||||Олвен, мэр деревни Пвилл, рассказала вам, что компания наемников угрожает городу гигантским монстром. ##Бывший наемник Нудд посоветовал вам быть осторожным — он не думает, что монстр такого типа существует. Может быть, это блеф? ||||
50|pwyllMercs||||||DiscoveredNautilobTrick,pwyllMercs_ReturnToOlwen,DiscoveredNautilobTrickPeacefully|Pwyll_LookingForNautilob||||||||||||Вы обнаружили, что наемники Гнилой Луковицы, которые угрожали деревне Пвилл монстром, все это время блефовали — монстр на самом деле является иллюзией. ##Вам стоит доложить мэру Олвен о ваших находках. ||||
60|pwyllMercs|||Yes|||pwyllMercs_PeacefulEnd|pwyllMercs_ReturnToOlwen||treasure|2|20|1|||||||Вы обнаружили, что наемники Гнилой Луковицы угрожали Пвиллу иллюзорным монстром и не представляли реальной угрозы. ##Вам удалось решить ситуацию без лишнего кровопролития, и мэр Пвилла была очень благодарна. ||||
70|pwyllMercs||Yes||||RottenOnionsKilled,pwyllMercs_ReturnToOlwen|DiscoveredNautilobTrickPeacefully,Pwyll_LookingForNautilob||||||||||||Вы убили лидера наемников Гнилой Луковицы, которые угрожали деревне Пвилл. ##Мэр деревни, несомненно, захочет услышать об этом. ||||
80|pwyllMercs|||Yes|||pwyllMercs_ViolentEnd|pwyllMercs_ReturnToOlwen||treasure|2|20|1|||||||Вы разобрались с наемниками Гнилой Луковицы, которые угрожали деревне Пвилл, даже если вам пришлось пролить немного крови, чтобы решить проблему. ||||
pwyllLedger|pwyllLedger|QuestMushroom|||||||||||||||||17|Неоплаченный долг||||
10|pwyllLedger||Yes||||Pwyll_LookingForLedger,Pwyll_CanAskOlwenAboutMercs|||||||||||||Вы встретили наемника Гнилой Луковицы на юго-востоке Пвилла, который утверждает, что им не заплатил мэр деревни. ##Он говорит, что если вы украдете книгу учета мэра, вам разрешат войти в лагерь Гнилой Луковицы.||||
15|pwyllLedger|||||||||||||||||||Вы встретили наемника Гнилой Луковицы на юго-востоке Пвилла, который утверждает, что им не заплатил мэр деревни. Он говорит, что если вы украдете книгу учета мэра, вам разрешат войти в лагерь Гнилой Луковицы. ##Он также добавил, что ваш лучший шанс найти книгу учета — это пробраться ночью. ||||
20|pwyllLedger||Yes||||||pwyllLedgerItem|pwyllLedgerItem||||||||||Вы встретили наемника Гнилой Луковицы на юго-востоке Пвилла, который утверждает, что им не заплатил мэр деревни. ##Вы украли книгу учета мэра, как просил наемник, и теперь вам стоит вернуть ее ему, чтобы получить доступ в их лагерь. ||||
30|pwyllLedger|||Yes|||RottenOnionsFriendly|||||10|1||pwyllLedgerItem||RottenOnions|20||Вы получили доступ в лагерь наемников Гнилой Луковицы на юго-востоке Пвилла, после того как украли книгу учета мэра и отдали ее им. ||||
35|pwyllLedger|||Yes|||RottenOnionsFriendly||||||1||||RottenOnions|20||Вы получили доступ в лагерь наемников Гнилой Луковицы на юго-востоке Пвилла, польстив охраннику.||||
40|pwyllLedger||Yes|Yes|||||||||1||pwyllLedgerItem|||||Вы получили доступ в лагерь наемников Гнилой Луковицы на юго-востоке Пвилла, убив охранника у ворот.||||
pwyllMech|pwyllMech|QuestMushroom|||||||||||||||||18|Воинственное Земледелие||||
10|pwyllMech||Yes||||PwyllMech_Destroyed,PwyllMech_ResolvedEarly|||||||||||||Вы уничтожили вышедшую из-под контроля машину на юго-востоке Пвилла. Возможно, местные жители будут благодарны? ||||
20|pwyllMech||Yes||||PwyllMech_ShutDown,PwyllMech_ResolvedEarly|||||||||||||Вы нашли странное устройство на юго-востоке Пвилла, которое, кажется, управляло вышедшей из-под контроля машиной. ##Вам удалось отключить устройство — возможно, местные жители будут благодарны? ||||
30|pwyllMech||Yes||||PwyllMech_Passified,PwyllMech_ResolvedEarly|||||||||||||Вы нашли странное устройство на юго-востоке Пвилла, которое, кажется, управляло вышедшей из-под контроля машиной. ##Вам удалось изменить протоколы устройства, чтобы сделать его дружелюбным — возможно, местные жители будут благодарны? ||||
40|pwyllMech||Yes||||PwyllMech_AcceptedQuest|||||||||||||Вы встретили фермера на юго-востоке Пвилла, чьи урожаи были разграблены вышедшей из-под контроля машиной. ##Он попросил вас отключить ее, либо с помощью насилия, либо более косвенными методами. ||||
50|pwyllMech||||||PwyllMech_Destroyed,PwyllMech_Resolved|||||||||||||Вы уничтожили мех, который грабил фермы в Пвилле. Вам стоит вернуться к фермеру на юго-востоке острова, чтобы получить награду. ||||
60|pwyllMech||||||PwyllMech_ShutDown,PwyllMech_Resolved|||||||||||||Вы отключили мех, который грабил фермы в Пвилле. Вам стоит вернуться к фермеру на юго-востоке острова, чтобы получить награду. ||||
70|pwyllMech||||||PwyllMech_Passified,PwyllMech_Resolved|||||||||||||Вы усмирили мех, который грабил фермы в Пвилле. Вам стоит вернуться к фермеру на юго-востоке острова, чтобы получить награду. ||||
80|pwyllMech|||Yes||||PwyllMech_Resolved||||10|1|||||||Вы отключили мех, который грабил фермы в Пвилле. ||||
90|pwyllMech|||Yes||||PwyllMech_Resolved||treasure|1||1|||||||Вы изменили протоколы меха, который грабил фермы в Пвилле, чтобы он помогал фермерам в регионе, а не мешал им. ||||
shipwreck|shipwreck|FactionInq|||||||||||||||||3|Сфера Расмуссена||||
10|shipwreck||Yes|||||||||||||||||Чтобы противостоять Веле в Колыбели, вам нужно будет улучшить катер устройством, способным пробить его мощные силовые поля. ##Верховный Исповедник слышал слухи, что одно такое устройство было потеряно в Эмберианском кораблекрушении на [[далеком острове]]; но вам понадобится [[воздушный корабль]], чтобы его найти. ||||
15|shipwreck|||||||||||||||||||Чтобы противостоять Веле в Колыбели, вам нужно будет улучшить катер устройством, способным пробить его мощные силовые поля. ##Вы нашли [[пустынный остров]] к [[югу]] от Островов Грёз, где древний Эмберианский корабль сел на мель; может быть, это то, что вы ищете?||||
20|shipwreck||Yes|||||||||||||||||Чтобы противостоять Веле в Колыбели, вам нужно будет улучшить катер. ##На пустынном острове вы нашли человека, который утверждает, что является потомком Эмберианских потерпевших кораблекрушение; он говорит, что если вы найдете [[два переключателя]] в различных хижинах на острове, вы сможете разблокировать [[Эмберианское кораблекрушение]] и забрать его мощную [[Сферу Расмуссена.]]||||
25|shipwreck||Yes|||||||||||||||||Чтобы противостоять Веле в Колыбели, вам нужно будет улучшить катер устройством, способным пробить его мощные силовые поля. ##Вы нашли [[пустынный остров]] к [[югу]] от Островов Грёз, где древний Эмберианский корабль сел на мель, и щелкнули загадочный переключатель, который, кажется, ничего не сделал. Вам стоит исследовать дальше. ||||
26|shipwreck||Yes|||||||||||||||||Чтобы противостоять Веле в Колыбели, вам нужно будет улучшить катер. ##На пустынном острове вы нашли человека, который утверждает, что является потомком Эмберианских потерпевших кораблекрушение; он говорит, что если вы найдете [[еще один переключатель]] в различных хижинах на острове, вы сможете разблокировать [[Эмберианское кораблекрушение]] и забрать его мощную [[Сферу Расмуссена.]]||||
30|shipwreck||Yes||||isleDesert_shipUnlocked|||||||||||||Чтобы противостоять Веле в Колыбели, вам нужно будет улучшить катер устройством, способным пробить его мощные силовые поля. ##Вы нашли [[пустынный остров]] к [[югу]] от Островов Грёз, где древний Эмберианский корабль сел на мель, и вы щелкнули два переключателя, которые отключили системы безопасности кораблекрушения. Вам стоит поискать внутри. ||||
35|shipwreck||Yes||||RasmussenSphereTaken,HC_ReadyForFinalMission,Ignavius_FinalMission||rasSphere|rasSphere||||||||||Чтобы противостоять Веле в Колыбели, вам нужно будет улучшить катер. На пустынном острове вы нашли Эмберианскую [[Сферу Расмуссена,]] которая должна позволить катеру обойти защитное силовое поле Колыбели. ##Вам стоит вернуться к Верховному Исповеднику с тем, что вы нашли.||||
40|shipwreck|||Yes||||HC_ReadyForFinalMission|||||2||rasSphere|||||Чтобы противостоять Веле в Колыбели, вам нужно будет улучшить катер. На пустынном острове вы нашли Эмберианскую [[Сферу Расмуссена,]] которая должна позволить катеру обойти защитное силовое поле Колыбели. ||||
airshipGet|airshipGet|EmblemGuile|||||||||||||||||2|В небеса||||
10|airshipGet||Yes||||||writAirship|writAirship||||||||||Чтобы продолжить преследование Велы Каллос, вам понадобится [[воздушный корабль.]] ##Верховный Исповедник дал вам Указ на Разрешение, который позволит вам приобрести его. Вам стоит посетить одну из башен Гильдии Крылатых Торговцев в деревне Пвилл, городе Хэллоу, Сепулькре или Феррополисе.||||
20|airshipGet||Yes||||||writAirship|||||||||||Чтобы продолжить преследование Велы Каллос, вам понадобится [[воздушный корабль.]] ##Вам нужно собрать [[200 монет]], прежде чем приобрести его в одной из башен Гильдии Крылатых Торговцев в деревне Пвилл, городе Хэллоу, Сепулькре или Феррополисе. ||||
30|airshipGet||Yes|Yes|||||deedAirship|deedAirship,spellAirship|||||writAirship|||||Вы приобрели воздушный корабль и теперь являетесь настоящим капитаном небес. ||||
godWarIsle|godWarIsle|QuestCup|||||||||||||||||19|Военные истории||||
10|godWarIsle||Yes|||||||||||||||||Дрангорг, старый ветеран Войны Богов в городе Хэллоу, рассказал вам о [[Скале Аристида]] — где произошла легендарная битва. Однако вы не сможете посетить ее, если у вас нет доступа к воздушному кораблю.||||
20|godWarIsle|||||||||||||||||||Вы нашли серебряный медальон в огромной машине на Скале Аристида, который, кажется, принадлежит офицеру, о котором вам рассказывал Дрангорг.##Верните его Дрангоргу в его дом в [[городе Хэллоу.]]||||
30|godWarIsle|||Yes||||||ore|5||2||godWarPendant|||||Вы нашли серебряный медальон, который, кажется, принадлежит офицеру, о котором вам рассказывал Дрангорг.## Вы вернули его Дрангоргу и получили свою награду. ||||
creaturePickaxe|creaturePickaxe|FactionCult|||||||||||||||||20|Чрево Зверя||||
10|creaturePickaxe||Yes|||||||||||||||||Внутри огромного существа вы нашли записку, в которой упоминается волшебная кирка. ##Возможно, это может быть полезно — вам стоит углубиться в недра моллюска и узнать больше. ||||
20|creaturePickaxe||Yes|||||||||||||||||Внутри огромного существа вы нашли записку, в которой говорится о Временной Кирке. Похоже, эта кирка может игнорировать время, чтобы добывать руду из давно истощенных жил. ##Она хранится глубоко в Кишечных Шахтах гигантского существа. ||||
30|creaturePickaxe||Yes|Yes|||||||||2|||||||Внутри огромного существа вы нашли Временную Кирку. Теперь вы можете вернуться к ранее истощенным жилам руды и найти больше руды. ||||
crystalSkulls|crystalSkulls|QuestCup|||||||||||||||||21|Налетчики Дрейфующего Острова||||
10|crystalSkulls||Yes||||SpokenToSecretAdventurer1|||||||||||||На маленьком острове к северо-западу авантюрист поручил вам открыть древнюю дверь. ##Вы должны потянуть рычаг на острове, затем искать на Островах Грёз десять секретных переключателей, прежде чем время истечет. ||||
20|crystalSkulls|||||||||||||||||||На маленьком острове к северо-западу авантюрист поручил вам открыть древнюю дверь. ##Вы должны потянуть рычаг на острове, затем искать на Островах Грёз десять секретных переключателей, прежде чем время истечет. Похоже, переключатели — это разновидность хрустальных черепов.  ||||
30|crystalSkulls|||||||||||||||||||На маленьком острове к северо-западу авантюрист поручил вам открыть древнюю дверь. ##Вы активировали все хрустальные черепа до истечения времени, и теперь вам стоит вернуться на остров, чтобы открыть дверь...||||
40|crystalSkulls|||Yes|||SpokenToSecretAdventurer2|||superCabin|||2|||||||На маленьком острове к северо-западу авантюрист поручил вам открыть древнюю дверь. ##Там не было сокровищ, так что вся затея была бессмысленной. Однако авантюрист дал вам свою ценную каюту в качестве компенсации. ||||
